Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 1.25
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
chrome  	cemorh  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
chrome  	ghrome  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
chrome  	chrsme  	 0.83	 0.50	 0.00	 0.83	 0.88	 0.58	 0.58	 0.81	
chrome  	chromp  	 0.83	 0.83	 0.67	 0.83	 0.75	 0.75	 0.79	 0.71	
chrome  	cryome  	 0.67	 0.50	 0.50	 0.67	 0.84	 0.58	 0.56	 0.66	
chrome  	chkume  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
chrome  	chrkome 	 0.50	 1.00	 0.50	 1.00	 0.90	 0.75	 0.85	 0.96	
chrome  	chraqome	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
chrome  	czbyle  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
chrome  	pchrome 	 0.00	 0.50	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
chrome  	chromeb 	 1.00	 1.00	 0.83	 0.50	 0.88	 1.00	 1.00	 1.00	
chrome  	chruuome	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
cinema  	cinema  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
cinema  	icnema  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
cinema  	cniema  	 0.67	 0.33	 0.33	 0.67	 0.93	 0.83	 0.80	 0.87	
cinema  	cineam  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
cinema  	cimena  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
cinema  	cmneia  	 0.67	 0.17	 0.00	 0.67	 0.76	 0.42	 0.32	 0.78	
cinema  	cinma   	 0.50	 0.67	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
cinema  	cinem   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
cinema  	cima    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
cinema  	icenam  	 0.00	 0.50	 0.83	 0.00	 0.48	 0.67	 0.44	 0.59	
cinema  	emacin  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
cinema  	cin     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
cinema  	nicame  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
cinema  	ecmian  	 0.00	 0.33	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
cinema  	cameni  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
cinema  	linema  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
cinema  	ciwema  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
cinema  	cinemd  	 0.83	 0.83	 0.50	 0.83	 0.75	 0.75	 0.79	 0.71	
cinema  	cnfema  	 0.67	 0.17	 0.17	 0.67	 0.84	 0.58	 0.56	 0.66	
cinema  	cibgma  	 0.67	 0.33	 0.50	 0.67	 0.75	 0.25	 0.31	 0.62	
cinema  	cinwema 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
cinema  	cinrfema	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
cinema  	chpbza  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
cinema  	bcinema 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
cinema  	cinemay 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
cinema  	cinssema	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
citrus  	citrus  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
citrus  	ictrus  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
citrus  	cirtus  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.92	 0.77	 0.95	
citrus  	citrsu  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
citrus  	crtius  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
citrus  	cutris  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
citrus  	citrs   	 0.67	 0.83	 0.83	 0.67	 0.84	 0.67	 0.68	 0.75	
citrus  	citru   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
citrus  	cius    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
citrus  	icrtsu  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
citrus  	ruscit  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
citrus  	rus     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
citrus  	ticsur  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
citrus  	rcuist  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
citrus  	csurti  	 0.33	 0.17	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
citrus  	gitrus  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
citrus  	cityus  	 0.83	 0.50	 0.50	 0.83	 0.88	 0.58	 0.58	 0.81	
citrus  	citruk  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
citrus  	ctfrus  	 0.67	 0.17	 0.17	 0.67	 0.84	 0.58	 0.56	 0.66	
citrus  	ciefus  	 0.67	 0.50	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
citrus  	citzrus 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
citrus  	citglrus	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
citrus  	celbhs  	 0.33	 0.17	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
citrus  	vcitrus 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
citrus  	citrusx 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
citrus  	citnnrus	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
clause  	clause  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
clause  	lcause  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.66	
clause  	caluse  	 0.67	 0.33	 0.33	 0.67	 0.93	 0.83	 0.80	 0.87	
clause  	claues  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.94	
clause  	cualse  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
clause  	csaule  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
clause  	cluse   	 0.33	 0.67	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
clause  	claus   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
clause  	clse    	 0.33	 0.33	 0.00	 0.67	 0.57	 0.25	 0.33	 0.57	
clause  	lcuaes  	 0.00	 0.17	 0.17	 0.00	 0.48	 0.67	 0.44	 0.59	
clause  	usecla  	 0.00	 0.33	 0.17	 0.00	 0.38	 0.50	 0.73	 0.33	
clause  	cla     	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.36	 0.41	
clause  	alcesu  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
clause  	ucslea  	 0.00	 0.17	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
clause  	cesual  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
clause  	blause  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
clause  	clapse  	 0.83	 0.67	 0.83	 0.83	 0.88	 0.58	 0.58	 0.81	
clause  	claust  	 0.83	 0.83	 0.67	 0.83	 0.75	 0.75	 0.79	 0.71	
clause  	clhase  	 0.67	 0.83	 0.50	 0.67	 0.84	 0.58	 0.52	 0.79	
clause  	clwrse  	 0.67	 0.33	 0.00	 0.67	 0.75	 0.25	 0.31	 0.62	
clause  	claduse 	 0.50	 0.50	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
clause  	cladwuse	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
clause  	cnjboe  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
clause  	pclause 	 0.00	 0.67	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
clause  	clauseq 	 1.00	 1.00	 0.83	 0.50	 0.88	 1.00	 1.00	 1.00	
clause  	claqquse	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
clergy  	clergy  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
clergy  	lcergy  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.66	
clergy  	clegry  	 0.67	 0.83	 0.67	 0.67	 0.93	 0.83	 0.80	 0.96	
clergy  	cleryg  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.94	
clergy  	clgrey  	 0.67	 0.50	 0.17	 0.67	 0.82	 0.67	 0.44	 0.91	
clergy  	cgerly  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
clergy  	clegy   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
clergy  	clerg   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
clergy  	clgy    	 0.33	 0.33	 0.00	 0.67	 0.57	 0.25	 0.33	 0.57	
clergy  	lcreyg  	 0.00	 0.33	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
clergy  	rgycle  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
clergy  	cle     	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.36	 0.41	
clergy  	elcygr  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
clergy  	rcglye  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
clergy  	cygrel  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
clergy  	ulergy  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
clergy  	cleogy  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.81	
clergy  	clerga  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
clergy  	clenry  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.56	 0.81	
clergy  	clovgy  	 0.67	 0.50	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
clergy  	cletrgy 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
clergy  	cledargy	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
clergy  	cqudty  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
clergy  	qclergy 	 0.00	 0.67	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
clergy  	clergyt 	 1.00	 1.00	 0.83	 0.50	 0.88	 1.00	 1.00	 1.00	
clergy  	cleoorgy	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
client  	client  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
client  	lcient  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.66	
client  	clinet  	 0.67	 0.83	 0.83	 0.67	 0.93	 0.83	 0.80	 0.96	
client  	clietn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
client  	clneit  	 0.67	 0.33	 0.17	 0.67	 0.82	 0.67	 0.44	 0.91	
client  	cnielt  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
client  	clint   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
client  	clien   	 0.83	 0.83	 0.67	 0.50	 0.75	 0.75	 0.79	 0.71	
client  	clnt    	 0.33	 0.33	 0.00	 0.67	 0.57	 0.25	 0.33	 0.57	
client  	lceitn  	 0.00	 0.00	 0.00	 0.00	 0.48	 0.67	 0.44	 0.59	
client  	entcli  	 0.00	 0.33	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
client  	cli     	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.36	 0.41	
client  	ilctne  	 0.33	 0.17	 0.17	 0.33	 0.39	 0.25	 0.18	 0.38	
client  	ecnlti  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
client  	ctneil  	 0.33	 0.17	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
client  	slient  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
client  	clipnt  	 0.83	 0.50	 0.83	 0.83	 0.88	 0.58	 0.58	 0.81	
client  	clienf  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
client  	clepnt  	 0.67	 0.33	 0.67	 0.67	 0.84	 0.58	 0.52	 0.79	
client  	clbont  	 0.67	 0.67	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
client  	clizent 	 0.50	 0.50	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
client  	clihdent	 0.50	 0.50	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
client  	cjyxmt  	 0.33	 0.17	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
client  	rclient 	 0.00	 0.67	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
client  	cliento 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
client  	clippent	 0.50	 0.50	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
climax  	climax  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
climax  	lcimax  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.66	
climax  	cliamx  	 0.67	 0.83	 0.83	 0.67	 0.93	 0.83	 0.80	 0.96	
climax  	climxa  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
climax  	cmilax  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
climax  	caimlx  	 0.67	 0.33	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
climax  	cliax   	 0.50	 0.50	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
climax  	clima   	 0.83	 0.83	 0.67	 0.50	 0.75	 0.75	 0.79	 0.71	
climax  	clax    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
climax  	lcmixa  	 0.00	 0.33	 0.67	 0.00	 0.48	 0.67	 0.44	 0.59	
climax  	maxcli  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
climax  	cli     	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.36	 0.41	
climax  	ilcxam  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
climax  	mcalxi  	 0.00	 0.17	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
climax  	cxamil  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
climax  	elimax  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
climax  	clirax  	 0.83	 0.50	 0.67	 0.83	 0.88	 0.58	 0.58	 0.81	
climax  	climau  	 0.83	 0.83	 0.67	 0.83	 0.75	 0.75	 0.79	 0.71	
climax  	clihmx  	 0.67	 0.50	 0.83	 0.67	 0.84	 0.58	 0.56	 0.81	
climax  	clhjax  	 0.67	 0.33	 0.17	 0.67	 0.75	 0.25	 0.31	 0.62	
climax  	clinmax 	 0.50	 0.67	 1.00	 1.00	 0.90	 0.75	 0.85	 0.96	
climax  	clivnmax	 0.50	 0.67	 1.00	 1.00	 0.73	 0.58	 0.75	 0.96	
climax  	cdfqnx  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
climax  	dclimax 	 0.00	 0.67	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
climax  	climaxo 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
climax  	cliuumax	 0.50	 1.00	 1.00	 1.00	 0.73	 0.58	 0.75	 0.96	
clumsy  	clumsy  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
clumsy  	lcumsy  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.66	
clumsy  	clusmy  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.96	
clumsy  	clumys  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
clumsy  	clsmuy  	 0.67	 0.50	 0.17	 0.67	 0.82	 0.67	 0.44	 0.91	
clumsy  	csumly  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
clumsy  	cumsy   	 0.17	 0.83	 0.67	 0.50	 0.84	 0.67	 0.68	 0.61	
clumsy  	clums   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
clumsy  	clsy    	 0.33	 0.33	 0.00	 0.67	 0.57	 0.25	 0.33	 0.57	
clumsy  	lcmuys  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
clumsy  	msyclu  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
clumsy  	clu     	 0.50	 0.50	 0.50	 0.33	 0.50	 0.25	 0.36	 0.41	
clumsy  	ulcysm  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
clumsy  	mcslyu  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
clumsy  	cysmul  	 0.33	 0.17	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
clumsy  	alumsy  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
clumsy  	clemsy  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
clumsy  	clumsa  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
clumsy  	clkusy  	 0.67	 0.67	 0.50	 0.67	 0.84	 0.58	 0.52	 0.79	
clumsy  	cldxsy  	 0.67	 0.33	 0.00	 0.67	 0.75	 0.25	 0.31	 0.62	
clumsy  	clubmsy 	 0.50	 0.67	 1.00	 1.00	 0.90	 0.75	 0.85	 0.96	
clumsy  	cluwkmsy	 0.50	 0.67	 1.00	 1.00	 0.73	 0.58	 0.75	 0.96	
clumsy  	cdongy  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
clumsy  	tclumsy 	 0.00	 0.67	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
clumsy  	clumsyd 	 1.00	 1.00	 0.67	 0.50	 0.88	 1.00	 1.00	 1.00	
clumsy  	cluhhmsy	 0.50	 0.67	 1.00	 1.00	 0.73	 0.58	 0.75	 0.96	
coarse  	coarse  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
coarse  	ocarse  	 0.67	 0.17	 0.33	 0.67	 0.81	 0.83	 0.83	 0.66	
coarse  	caorse  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
coarse  	coares  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.94	
coarse  	craose  	 0.67	 0.50	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
coarse  	csaroe  	 0.67	 0.17	 0.00	 0.67	 0.76	 0.42	 0.32	 0.78	
coarse  	coase   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
coarse  	coars   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
coarse  	cose    	 0.33	 0.67	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
coarse  	ocraes  	 0.00	 0.17	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
coarse  	rsecoa  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
coarse  	rse     	 0.00	 0.00	 0.00	 0.17	 0.50	 0.25	 0.36	 0.17	
coarse  	aocesr  	 0.33	 0.17	 0.17	 0.33	 0.39	 0.25	 0.18	 0.38	
coarse  	rcsoea  	 0.00	 0.17	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
coarse  	cesrao  	 0.33	 0.33	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
coarse  	voarse  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
coarse  	coarne  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
coarse  	coarsh  	 0.83	 0.83	 0.67	 0.83	 0.75	 0.75	 0.79	 0.71	
coarse  	coadre  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.56	 0.81	
coarse  	copwse  	 0.67	 0.50	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
coarse  	coahrse 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
coarse  	coahkrse	 0.50	 0.67	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
coarse  	cnhvue  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
coarse  	mcoarse 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
coarse  	coarsez 	 1.00	 1.00	 0.83	 0.50	 0.88	 1.00	 1.00	 1.00	
coarse  	coabbrse	 0.50	 0.67	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
column  	column  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
column  	oclumn  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
column  	colmun  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
column  	colunm  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
column  	comuln  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
column  	cmluon  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
column  	clumn   	 0.17	 0.17	 0.33	 0.50	 0.84	 0.67	 0.68	 0.61	
column  	colum   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
column  	comn    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
column  	oculnm  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
column  	umncol  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
column  	umn     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
column  	locnmu  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
column  	ucmonl  	 0.00	 0.33	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
column  	cnmulo  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
column  	iolumn  	 0.83	 0.67	 0.67	 0.83	 0.75	 0.75	 0.79	 0.30	
column  	coludn  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
column  	columq  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
column  	clfumn  	 0.67	 0.17	 0.33	 0.67	 0.84	 0.58	 0.56	 0.66	
column  	cojtmn  	 0.67	 0.33	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
column  	colrumn 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
column  	coltdumn	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
column  	cgtrin  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
column  	pcolumn 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
column  	columnx 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
column  	colyyumn	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
comedy  	comedy  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
comedy  	ocmedy  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
comedy  	comdey  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
comedy  	comeyd  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
comedy  	cemody  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
comedy  	cdmeoy  	 0.67	 0.17	 0.00	 0.67	 0.76	 0.42	 0.32	 0.78	
comedy  	comdy   	 0.50	 0.67	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
comedy  	comed   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
comedy  	cody    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
comedy  	ocemyd  	 0.00	 0.50	 0.83	 0.00	 0.48	 0.67	 0.44	 0.59	
comedy  	edycom  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
comedy  	edy     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
comedy  	mocyde  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
comedy  	ecdoym  	 0.00	 0.33	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
comedy  	cydemo  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
comedy  	komedy  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
comedy  	cbmedy  	 0.83	 0.17	 0.17	 0.83	 0.88	 0.67	 0.64	 0.59	
comedy  	comeda  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
comedy  	comwey  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.56	 0.81	
comedy  	coardy  	 0.67	 0.33	 0.50	 0.67	 0.75	 0.25	 0.31	 0.62	
comedy  	comtedy 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
comedy  	comlbedy	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
comedy  	cftizy  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
