Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 1.25
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
reckon  	kroenc  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
reckon  	rnokce  	 0.33	 0.17	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
reckon  	deckon  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
reckon  	regkon  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
reckon  	reckob  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
reckon  	rcpkon  	 0.67	 0.17	 0.17	 0.67	 0.84	 0.58	 0.56	 0.66	
reckon  	reijon  	 0.67	 0.50	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
reckon  	recikon 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
reckon  	recjxkon	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
reckon  	rtzdwn  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
reckon  	ireckon 	 0.00	 0.67	 0.67	 0.50	 0.88	 1.00	 1.00	 0.61	
reckon  	reckonx 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
reckon  	reczzkon	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
rectum  	rectum  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
rectum  	erctum  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
rectum  	recutm  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
rectum  	rectmu  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
rectum  	reutcm  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.91	
rectum  	ructem  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
rectum  	rectm   	 0.67	 0.83	 0.83	 0.67	 0.84	 0.67	 0.68	 0.75	
rectum  	rectu   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
rectum  	reum    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
rectum  	ertcmu  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
rectum  	tumrec  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
rectum  	rec     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
rectum  	cermut  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
rectum  	truemc  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
rectum  	rmutce  	 0.33	 0.17	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
rectum  	kectum  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
rectum  	rzctum  	 0.83	 0.17	 0.17	 0.83	 0.88	 0.67	 0.64	 0.59	
rectum  	rectuj  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
rectum  	rchtum  	 0.67	 0.17	 0.17	 0.67	 0.84	 0.58	 0.56	 0.66	
rectum  	rejhum  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
rectum  	recbtum 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
rectum  	recqytum	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
rectum  	rjihsm  	 0.33	 0.33	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
rectum  	krectum 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
rectum  	rectumq 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
rectum  	recvvtum	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
region  	region  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
region  	ergion  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
region  	reigon  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.92	 0.77	 0.95	
region  	regino  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
region  	rigeon  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
region  	rogien  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
region  	regon   	 0.50	 0.67	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
region  	regio   	 0.83	 0.83	 0.67	 0.50	 0.75	 0.75	 0.79	 0.71	
region  	reon    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
region  	erigno  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
region  	ionreg  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
region  	reg     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
region  	gernoi  	 0.33	 0.17	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
region  	iroeng  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
region  	rnoige  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
region  	tegion  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
region  	rezion  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
region  	regioy  	 0.83	 0.83	 0.67	 0.83	 0.75	 0.75	 0.79	 0.71	
region  	regbin  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.56	 0.81	
region  	reaqon  	 0.67	 0.50	 0.50	 0.67	 0.75	 0.25	 0.31	 0.62	
region  	regqion 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
region  	reghsion	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
region  	rhfbqn  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
region  	tregion 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
region  	regiona 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
region  	reguuion	 0.50	 0.67	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
relish  	relish  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
relish  	erlish  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
relish  	relsih  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
relish  	relihs  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
relish  	rilesh  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
relish  	rslieh  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
relish  	relsh   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
relish  	relis   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
relish  	resh    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
relish  	erilhs  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
relish  	ishrel  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
relish  	rel     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
relish  	lerhsi  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
relish  	irsehl  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
relish  	rhsile  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
relish  	felish  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
relish  	relwsh  	 0.83	 0.50	 0.67	 0.83	 0.88	 0.58	 0.58	 0.81	
relish  	relisg  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
relish  	rluish  	 0.67	 0.17	 0.33	 0.67	 0.84	 0.58	 0.56	 0.66	
relish  	recfsh  	 0.67	 0.33	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
relish  	relxish 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
relish  	relcgish	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
relish  	rkpgbh  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
relish  	frelish 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
relish  	relishn 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
relish  	relppish	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
resign  	resign  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
resign  	ersign  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
resign  	rseign  	 0.67	 0.33	 0.50	 0.67	 0.93	 0.83	 0.80	 0.87	
resign  	resing  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
resign  	risegn  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
resign  	rgsien  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
resign  	resgn   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
resign  	resig   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
resign  	regn    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
resign  	erisng  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
resign  	ignres  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
resign  	ign     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
resign  	serngi  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
resign  	irgens  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
resign  	rngise  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
resign  	tesign  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
resign  	revign  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
resign  	resigm  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
resign  	rezsgn  	 0.67	 0.33	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
resign  	refwgn  	 0.67	 0.33	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
resign  	resaign 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
resign  	resozign	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
resign  	rcyamn  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
resign  	uresign 	 0.00	 0.00	 0.50	 0.50	 0.88	 1.00	 1.00	 0.61	
resign  	resignw 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
resign  	resxxign	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
result  	result  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
result  	ersult  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
result  	reuslt  	 0.67	 0.83	 0.83	 0.67	 0.93	 0.92	 0.77	 0.95	
result  	resutl  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
result  	relust  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
result  	rlsuet  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
result  	resut   	 0.67	 0.67	 0.67	 0.67	 0.84	 0.67	 0.68	 0.75	
result  	resul   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
result  	relt    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
result  	erustl  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
result  	ultres  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
result  	res     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
result  	sertlu  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
result  	urlets  	 0.00	 0.33	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
result  	rtluse  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
result  	fesult  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
result  	rpsult  	 0.83	 0.17	 0.33	 0.83	 0.88	 0.67	 0.64	 0.59	
result  	resuly  	 0.83	 0.83	 0.50	 0.83	 0.75	 0.75	 0.79	 0.71	
result  	reuhlt  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.52	 0.79	
result  	reydlt  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
result  	resnult 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
result  	resgvult	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
result  	rmjngt  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
result  	hresult 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
result  	resulto 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
result  	resooult	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
retina  	retina  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
retina  	ertina  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
retina  	rteina  	 0.67	 0.33	 0.33	 0.67	 0.93	 0.83	 0.80	 0.87	
retina  	retian  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
retina  	ritena  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
retina  	rntiea  	 0.67	 0.17	 0.00	 0.67	 0.76	 0.42	 0.32	 0.78	
retina  	retia   	 0.67	 0.83	 0.67	 0.67	 0.84	 0.67	 0.68	 0.75	
retina  	retin   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
retina  	rena    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
retina  	eritan  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
retina  	inaret  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
retina  	ina     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
retina  	terani  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
retina  	irneat  	 0.00	 0.17	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
retina  	ranite  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
retina  	letina  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
retina  	reoina  	 0.83	 0.33	 0.50	 0.83	 0.88	 0.58	 0.58	 0.78	
retina  	retins  	 0.83	 0.83	 0.50	 0.83	 0.75	 0.75	 0.79	 0.71	
retina  	rewtna  	 0.67	 0.33	 0.67	 0.67	 0.84	 0.58	 0.52	 0.79	
retina  	reolna  	 0.67	 0.50	 0.50	 0.67	 0.75	 0.25	 0.31	 0.62	
retina  	retqina 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
retina  	retydina	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
retina  	rlxwpa  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
retina  	lretina 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
retina  	retinad 	 1.00	 1.00	 0.67	 0.50	 0.88	 1.00	 1.00	 1.00	
retina  	retccina	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
revolt  	revolt  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
revolt  	ervolt  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
revolt  	reovlt  	 0.67	 0.83	 0.83	 0.67	 0.93	 0.92	 0.77	 0.95	
revolt  	revotl  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
revolt  	rovelt  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
revolt  	rlvoet  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
revolt  	reolt   	 0.33	 0.33	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
revolt  	revol   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
revolt  	relt    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
revolt  	erovtl  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
revolt  	oltrev  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
revolt  	olt     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
revolt  	vertlo  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
revolt  	orletv  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
revolt  	rtlove  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
revolt  	xevolt  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
revolt  	revoft  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
revolt  	revolm  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
revolt  	reoplt  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.52	 0.79	
revolt  	rewslt  	 0.67	 0.33	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
revolt  	revaolt 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
revolt  	revsaolt	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
revolt  	rgwpst  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
revolt  	mrevolt 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
revolt  	revolti 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
revolt  	revssolt	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
robust  	robust  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
robust  	orbust  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
robust  	rboust  	 0.67	 0.33	 0.50	 0.67	 0.93	 0.83	 0.80	 0.87	
robust  	robuts  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
robust  	rubost  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
robust  	rsbuot  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
robust  	rbust   	 0.17	 0.17	 0.33	 0.50	 0.84	 0.67	 0.68	 0.61	
robust  	robus   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
robust  	rost    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
robust  	orubts  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
robust  	ustrob  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
robust  	ust     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
robust  	bortsu  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
robust  	ursotb  	 0.00	 0.33	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
robust  	rtsubo  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
robust  	qobust  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
robust  	robkst  	 0.83	 0.50	 0.67	 0.83	 0.88	 0.58	 0.58	 0.81	
robust  	robusp  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
robust  	rovbst  	 0.67	 0.33	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
robust  	rohnst  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
robust  	robaust 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
robust  	roblqust	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
robust  	rzjpwt  	 0.33	 0.17	 0.00	 0.33	 0.50	 0.00	 0.00	 0.21	
robust  	zrobust 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
robust  	robusth 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
robust  	robwwust	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
rocket  	rocket  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
rocket  	orcket  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
rocket  	rocekt  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
rocket  	rockte  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
rocket  	rkcoet  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
rocket  	reckot  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
rocket  	rcket   	 0.17	 0.17	 0.17	 0.50	 0.84	 0.67	 0.68	 0.61	
rocket  	rocke   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
rocket  	roet    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
rocket  	orkcte  	 0.00	 0.50	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
rocket  	ketroc  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
rocket  	ket     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
rocket  	cortek  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
rocket  	kreotc  	 0.00	 0.00	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
rocket  	rtekco  	 0.33	 0.17	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
rocket  	iocket  	 0.83	 0.67	 0.67	 0.83	 0.75	 0.75	 0.79	 0.30	
rocket  	rocyet  	 0.83	 0.50	 0.50	 0.83	 0.88	 0.58	 0.58	 0.81	
rocket  	rockem  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
rocket  	romcet  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.52	 0.79	
rocket  	roswet  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
rocket  	rocsket 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
rocket  	rocliket	 0.50	 0.50	 0.67	 1.00	 0.73	 0.58	 0.75	 0.96	
rocket  	rjupst  	 0.33	 0.33	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
rocket  	drocket 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
rocket  	rocketp 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
rocket  	rocffket	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
rodent  	rodent  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
rodent  	ordent  	 0.67	 0.83	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
rodent  	rdoent  	 0.67	 0.33	 0.50	 0.67	 0.93	 0.83	 0.80	 0.87	
rodent  	rodetn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
rodent  	redont  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
rodent  	rndeot  	 0.67	 0.17	 0.17	 0.67	 0.76	 0.42	 0.32	 0.78	
rodent  	rdent   	 0.17	 0.17	 0.33	 0.50	 0.84	 0.67	 0.68	 0.61	
rodent  	roden   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
rodent  	ront    	 0.33	 0.33	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
rodent  	oredtn  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
rodent  	entrod  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
rodent  	ent     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
rodent  	dortne  	 0.33	 0.50	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
rodent  	ernotd  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
rodent  	rtnedo  	 0.33	 0.33	 0.00	 0.33	 0.45	 0.08	 0.17	 0.70	
rodent  	codent  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
rodent  	rsdent  	 0.83	 0.17	 0.33	 0.83	 0.88	 0.67	 0.64	 0.59	
rodent  	rodenk  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
rodent  	rodlet  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.56	 0.81	
rodent  	rocznt  	 0.67	 0.33	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
rodent  	rodyent 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
rodent  	rodgbent	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
rodent  	rqucwt  	 0.33	 0.33	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
rodent  	xrodent 	 0.00	 0.83	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
rodent  	rodentm 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
